cliente_id,tipo_cliente,antiguedad_meses,tiene_movil,tiene_hogar,oferta_hogar_id,tiene_internet_hogar,es_movistar_total,elegible_mt,plan_actual_id,monto_facturado_prom,edad_rango,ubicacion_departamento,es_usuario_app,consumo_datos_gb_prom,consumo_voz_min_prom,consumo_sms_prom,uso_app_movistar_prom,monto_facturado_prom_6m,dias_mora_prom,meses_moroso,n_reclamos,n_actividad_canal,canal_mas_usado,mejor_franja_horaria_contacto,dias_agotamiento_datos_promedio,metodo_pago_frecuente,provincia,id_provincia,id_departamento
CLI_064313,postpago,2,True,True,OFE_015,True,False,True,OFE_014,88.64,36-45,Cusco,True,74.37,100.68,35.19,1.3,211.75,1.59,1,1,38,Call_Out,Tarde,13,Debito_Automatico,Cusco,CUSCO,CUSCO
CLI_053520,prepago,68,True,False,sin_servicio_hogar,False,False,False,OFE_018,114.37,36-45,Lima,False,96.16,227.38,34.65,19.18,29.0,18.73,5,2,43,Call_In,Manana,22,App_MiMovistar,Lima,LIMA,LIMA
CLI_069592,postpago,26,True,False,sin_servicio_hogar,False,False,False,OFE_005,183.7,56-65,Lima,False,14.83,4.93,45.81,7.71,176.83,4.45,2,4,21,Call_In,Noche,14,Debito_Automatico,Lima,LIMA,LIMA
CLI_042855,postpago,73,True,True,OFE_010,True,False,True,OFE_017,52.61,26-35,Arequipa,False,5.46,294.12,9.82,1.44,151.49,13.85,3,2,40,Tienda,Tarde,24,Efectivo_Agente,Camana,CAMANA,AREQUIPA
CLI_089382,postpago,38,True,True,OFE_009,True,False,True,OFE_001,122.5,56-65,Cusco,True,10.05,987.05,45.33,16.3,122.93,18.02,2,0,38,Call_In,Noche,15,Efectivo_Agente,Cusco,CUSCO,CUSCO
CLI_066643,prepago,99,True,True,OFE_007,True,False,False,OFE_002,230.85,56-65,Arequipa,True,55.46,887.93,46.92,17.35,219.3,16.45,6,4,1,Tienda,Manana,23,App_MiMovistar,Arequipa,AREQUIPA,AREQUIPA
CLI_046617,postpago,116,True,True,OFE_012,False,True,False,OFE_012,82.96,26-35,Lima,True,75.61,604.93,23.95,14.29,190.08,21.87,2,4,19,Tienda,Noche,29,Banca_Movil,Lima,LIMA,LIMA
CLI_046371,postpago,118,True,False,sin_servicio_hogar,False,False,False,OFE_020,87.36,18-25,Piura,False,4.62,134.42,38.93,1.64,288.86,17.59,5,1,1,Digital,Tarde,29,Debito_Automatico,Piura,PIURA,PIURA
CLI_065237,postpago,48,True,True,OFE_011,True,True,False,OFE_011,299.31,56-65,Piura,False,6.29,560.45,27.18,25.93,95.36,12.22,1,4,19,Call_Out,Tarde,14,Efectivo_Agente,Piura,PIURA,PIURA
CLI_071944,postpago,12,True,True,OFE_009,True,False,True,OFE_017,27.0,18-25,Cusco,True,48.82,687.3,35.01,16.5,271.95,35.37,0,4,9,Tienda,Manana,28,Efectivo_Agente,Cusco,CUSCO,CUSCO
CLI_010824,postpago,74,True,True,OFE_010,True,False,True,OFE_018,214.93,46-55,Arequipa,True,52.8,94.87,12.5,5.01,102.58,22.74,3,1,48,Digital,Manana,23,App_MiMovistar,Arequipa,AREQUIPA,AREQUIPA
CLI_005121,postpago,82,True,True,OFE_010,True,False,True,OFE_003,154.08,46-55,Lima,False,51.04,4.86,17.25,12.23,184.31,17.42,2,0,36,Digital,Manana,15,Efectivo_Agente,Lima,LIMA,LIMA
CLI_075402,postpago,50,True,True,OFE_011,False,True,False,OFE_011,89.8,46-55,Arequipa,False,19.98,187.33,6.82,20.8,197.28,41.82,2,2,35,Call_In,Manana,23,Debito_Automatico,Arequipa,AREQUIPA,AREQUIPA
CLI_037222,postpago,18,True,False,sin_servicio_hogar,False,False,False,OFE_005,113.79,18-25,Piura,True,87.05,168.23,1.33,13.09,95.73,43.76,3,3,1,Call_Out,Tarde,12,App_MiMovistar,Ayabaca,AYABACA,PIURA
CLI_064408,postpago,31,True,True,OFE_007,True,False,True,OFE_004,172.17,65+,Lima,True,63.41,467.53,46.18,7.61,200.05,2.2,2,1,39,Call_Out,Manana,10,App_MiMovistar,Huaura,HUAURA,LIMA
CLI_018466,prepago,96,True,False,sin_servicio_hogar,False,False,False,OFE_017,35.03,56-65,Piura,True,46.0,966.57,13.28,26.32,83.25,10.56,6,3,5,Call_Out,Noche,28,Banca_Movil,Piura,PIURA,PIURA
CLI_007384,postpago,30,True,True,OFE_013,True,True,False,OFE_013,298.73,26-35,Piura,False,52.85,68.75,49.02,27.74,46.06,34.57,1,0,31,Call_In,Noche,21,App_MiMovistar,Piura,PIURA,PIURA
CLI_052011,prepago,20,True,True,OFE_012,True,True,False,OFE_012,77.96,65+,Lima,True,76.36,518.26,28.53,7.45,38.47,16.91,6,1,16,Digital,Manana,30,Efectivo_Agente,Lima,LIMA,LIMA
CLI_072689,postpago,118,True,False,sin_servicio_hogar,False,False,False,OFE_021,222.25,26-35,Arequipa,False,59.34,790.51,38.15,1.21,156.29,2.11,2,3,38,Tienda,Noche,20,Banca_Movil,Arequipa,AREQUIPA,AREQUIPA
CLI_039952,prepago,50,True,True,OFE_009,True,False,False,OFE_017,86.52,65+,Cusco,True,19.21,887.16,35.64,0.76,252.72,26.46,5,3,2,Call_In,Manana,22,Debito_Automatico,Canchis,CANCHIS,CUSCO
CLI_012733,prepago,19,True,True,OFE_013,True,True,False,OFE_013,187.86,56-65,Piura,True,28.09,390.85,8.84,15.85,77.14,37.09,0,0,19,Call_In,Manana,29,Efectivo_Agente,Piura,PIURA,PIURA
CLI_078830,prepago,110,True,True,OFE_015,True,False,False,OFE_004,197.8,36-45,Lima,False,83.1,29.45,31.07,19.94,79.2,5.91,3,1,49,Digital,Tarde,29,Efectivo_Agente,Lima,LIMA,LIMA
CLI_071420,prepago,19,True,False,sin_servicio_hogar,False,False,False,OFE_001,73.49,65+,Lima,False,84.92,933.88,42.29,2.8,191.28,20.78,3,2,19,Digital,Manana,26,Efectivo_Agente,Cañete,CAÑETE,LIMA
CLI_059796,no_aplica,70,False,True,OFE_008,True,False,False,OFE_006,181.9,36-45,Cusco,False,0.0,0.0,0.0,0.0,295.74,9.03,0,4,36,Call_Out,Fin_de_semana,-1,App_MiMovistar,Urubamba,URUBAMBA,CUSCO
CLI_023035,postpago,74,True,False,sin_servicio_hogar,False,False,False,OFE_005,162.56,65+,Cusco,False,17.02,79.36,21.18,10.6,259.08,26.03,0,4,3,Call_In,Noche,21,Efectivo_Agente,La Convencion,LA_CONVENCION,CUSCO
CLI_007702,prepago,112,True,True,OFE_009,True,False,False,OFE_021,197.72,46-55,Lima,False,95.9,210.26,27.06,13.58,64.04,14.94,5,3,4,Tienda,Tarde,10,Debito_Automatico,Huaura,HUAURA,LIMA
CLI_078495,postpago,28,True,True,OFE_007,True,False,True,OFE_022,285.81,56-65,La Libertad,False,39.29,694.29,47.05,21.78,128.64,38.72,3,3,39,Call_Out,Noche,19,Efectivo_Agente,Pacasmayo,PACASMAYO,LA_LIBERTAD
CLI_016350,prepago,63,True,True,OFE_007,False,False,False,OFE_020,192.28,18-25,Piura,False,33.33,480.57,17.88,20.36,158.71,21.1,3,2,20,Call_Out,Manana,19,Debito_Automatico,Piura,PIURA,PIURA
CLI_031010,postpago,29,True,False,sin_servicio_hogar,False,False,False,OFE_019,167.42,26-35,Arequipa,False,1.83,861.62,43.14,8.55,33.24,30.84,2,1,42,Call_Out,Tarde,10,Banca_Movil,Arequipa,AREQUIPA,AREQUIPA
CLI_079068,postpago,34,True,False,sin_servicio_hogar,False,False,False,OFE_005,184.18,65+,Lima,True,82.59,165.12,2.35,4.62,162.48,6.63,0,4,43,Call_Out,Manana,30,Efectivo_Agente,Lima,LIMA,LIMA
CLI_076783,prepago,74,True,True,OFE_015,True,False,False,OFE_001,180.3,46-55,Cusco,False,83.49,6.0,38.42,16.49,213.46,0.92,0,2,18,Tienda,Noche,27,App_MiMovistar,Urubamba,URUBAMBA,CUSCO
CLI_032134,postpago,101,True,False,sin_servicio_hogar,False,False,False,OFE_005,38.21,26-35,Arequipa,True,43.3,332.09,23.05,16.43,68.05,35.92,2,3,44,Call_In,Tarde,13,Banca_Movil,Arequipa,AREQUIPA,AREQUIPA
CLI_034515,postpago,51,True,True,OFE_008,True,False,True,OFE_021,94.71,18-25,La Libertad,True,74.27,713.1,15.3,8.76,91.87,36.01,0,2,0,Tienda,Tarde,20,Efectivo_Agente,Trujillo,TRUJILLO,LA_LIBERTAD
CLI_077931,prepago,25,True,True,OFE_016,True,False,False,OFE_021,206.99,36-45,Lima,False,62.87,288.83,39.27,0.51,117.49,37.34,4,0,2,Call_In,Manana,27,Banca_Movil,Huarochiri,HUAROCHIRI,LIMA
CLI_021505,postpago,10,True,False,sin_servicio_hogar,False,False,False,OFE_020,202.53,46-55,Cusco,True,51.4,698.9,41.62,14.9,286.06,7.84,4,4,41,Call_In,Fin_de_semana,26,App_MiMovistar,Cusco,CUSCO,CUSCO
CLI_052059,postpago,34,True,True,OFE_006,True,False,True,OFE_021,219.05,18-25,Lima,False,53.76,904.0,12.22,6.49,253.93,19.77,5,4,41,Call_Out,Fin_de_semana,23,Efectivo_Agente,Yauyos,YAUYOS,LIMA
CLI_031149,postpago,68,True,True,OFE_010,True,False,True,OFE_019,40.8,56-65,Cusco,True,38.94,411.68,26.69,13.1,158.16,26.56,2,3,2,Tienda,Tarde,22,App_MiMovistar,Cusco,CUSCO,CUSCO
CLI_062428,no_aplica,11,False,True,OFE_008,False,False,False,OFE_010,211.61,56-65,Lima,True,0.0,0.0,0.0,0.0,216.0,31.07,3,1,10,Call_Out,Tarde,-1,Debito_Automatico,Huaura,HUAURA,LIMA
CLI_089359,postpago,103,True,False,sin_servicio_hogar,False,False,False,OFE_021,241.07,26-35,Cusco,False,61.89,124.81,16.01,8.09,270.93,22.51,4,0,6,Digital,Tarde,22,App_MiMovistar,Quispicanchi,QUISPICANCHI,CUSCO
CLI_033704,postpago,50,True,True,OFE_010,False,False,True,OFE_022,279.02,36-45,Lima,False,73.04,82.12,34.18,2.5,114.25,17.25,4,3,34,Tienda,Noche,12,App_MiMovistar,Lima,LIMA,LIMA
CLI_048063,no_aplica,42,False,True,OFE_009,True,False,False,OFE_015,282.73,65+,Cusco,True,0.0,0.0,0.0,0.0,267.05,22.14,0,0,14,Call_Out,Manana,-1,Efectivo_Agente,Urubamba,URUBAMBA,CUSCO
CLI_087530,postpago,91,True,False,sin_servicio_hogar,False,False,False,OFE_005,205.66,56-65,Lima,True,80.93,30.91,1.36,6.91,120.94,21.42,0,3,0,Tienda,Manana,19,App_MiMovistar,Lima,LIMA,LIMA
CLI_044724,postpago,104,True,True,OFE_006,True,False,True,OFE_004,120.51,26-35,Lima,False,70.17,336.68,29.33,0.2,207.58,16.22,2,2,49,Tienda,Tarde,13,Banca_Movil,Huarochiri,HUAROCHIRI,LIMA
CLI_072284,postpago,11,True,False,sin_servicio_hogar,False,False,False,OFE_020,243.16,46-55,Cusco,False,19.9,546.5,41.51,16.34,205.17,18.25,5,2,9,Tienda,Noche,26,Efectivo_Agente,Cusco,CUSCO,CUSCO
CLI_042273,prepago,84,True,True,OFE_016,True,False,False,OFE_018,159.99,18-25,Cusco,False,58.54,740.72,2.98,21.91,177.52,16.54,4,3,28,Call_Out,Manana,20,App_MiMovistar,Quispicanchi,QUISPICANCHI,CUSCO
CLI_037235,postpago,46,True,True,OFE_009,True,False,True,OFE_018,38.88,18-25,La Libertad,False,4.28,923.84,13.96,21.55,208.03,32.14,1,3,42,Tienda,Noche,25,App_MiMovistar,Trujillo,TRUJILLO,LA_LIBERTAD
CLI_076335,postpago,50,True,False,sin_servicio_hogar,False,False,False,OFE_004,181.08,56-65,Cusco,True,23.46,184.81,43.98,21.27,170.58,32.49,5,1,27,Tienda,Tarde,22,Efectivo_Agente,La Convencion,LA_CONVENCION,CUSCO
CLI_017330,no_aplica,21,False,True,OFE_009,True,False,False,OFE_015,223.19,46-55,Piura,False,0.0,0.0,0.0,0.0,279.23,31.72,3,0,13,Call_Out,Tarde,-1,Banca_Movil,Piura,PIURA,PIURA
CLI_087791,postpago,72,True,True,OFE_009,True,False,True,OFE_002,280.53,46-55,Cusco,False,23.99,610.34,12.92,14.79,172.43,33.25,5,0,30,Call_Out,Tarde,28,Banca_Movil,Canchis,CANCHIS,CUSCO
CLI_006433,prepago,88,True,True,OFE_009,True,False,False,OFE_004,150.98,46-55,Lima,False,24.39,235.13,26.3,7.82,130.05,26.2,6,4,41,Tienda,Fin_de_semana,30,App_MiMovistar,Lima,LIMA,LIMA
CLI_025416,prepago,10,True,True,OFE_009,True,False,False,OFE_005,230.56,56-65,La Libertad,True,89.58,135.09,24.7,28.24,199.77,29.79,3,2,30,Tienda,Tarde,17,Efectivo_Agente,Trujillo,TRUJILLO,LA_LIBERTAD
CLI_059610,postpago,113,True,False,sin_servicio_hogar,False,False,False,OFE_022,264.75,26-35,Arequipa,False,12.27,445.22,42.25,0.51,38.97,26.31,3,4,25,Digital,Manana,25,Banca_Movil,Arequipa,AREQUIPA,AREQUIPA
CLI_056048,postpago,9,True,False,sin_servicio_hogar,False,False,False,OFE_019,289.35,46-55,Lima,False,5.65,653.11,19.25,7.47,134.09,15.13,0,4,1,Call_In,Fin_de_semana,24,Efectivo_Agente,Yauyos,YAUYOS,LIMA
CLI_092467,postpago,16,True,False,sin_servicio_hogar,False,False,False,OFE_003,33.52,36-45,Cusco,False,39.39,973.94,7.98,21.14,24.47,15.63,2,4,48,Tienda,Tarde,23,App_MiMovistar,Cusco,CUSCO,CUSCO
CLI_023972,no_aplica,98,False,True,OFE_016,True,False,False,OFE_007,176.35,46-55,Lima,True,0.0,0.0,0.0,0.0,130.02,39.71,0,2,21,Call_In,Noche,-1,Efectivo_Agente,Yauyos,YAUYOS,LIMA
CLI_038411,prepago,5,True,True,OFE_010,True,False,False,OFE_017,273.93,18-25,Arequipa,False,6.43,473.48,25.56,25.86,54.63,17.85,4,0,35,Call_Out,Noche,29,Banca_Movil,Islay,ISLAY,AREQUIPA
CLI_042980,postpago,96,True,False,sin_servicio_hogar,False,False,False,OFE_017,287.02,18-25,Cusco,True,99.86,320.86,6.44,2.58,283.57,8.63,3,1,34,Call_In,Manana,28,App_MiMovistar,Cusco,CUSCO,CUSCO
CLI_040236,postpago,112,True,False,sin_servicio_hogar,False,False,False,OFE_022,164.33,18-25,La Libertad,True,63.04,799.76,10.23,11.36,135.27,12.49,1,0,29,Call_Out,Tarde,19,App_MiMovistar,Trujillo,TRUJILLO,LA_LIBERTAD
CLI_095950,prepago,112,True,False,sin_servicio_hogar,False,False,False,OFE_020,108.0,56-65,Lima,True,77.39,417.18,13.1,11.11,52.06,32.22,3,1,33,Call_Out,Noche,28,App_MiMovistar,Lima,LIMA,LIMA
CLI_084848,postpago,84,True,True,OFE_009,True,False,True,OFE_001,180.51,46-55,Arequipa,True,20.22,284.47,38.15,6.04,57.08,18.28,5,0,13,Call_Out,Tarde,20,App_MiMovistar,Arequipa,AREQUIPA,AREQUIPA
CLI_076713,prepago,50,True,True,OFE_015,True,False,False,OFE_022,26.22,26-35,Cusco,True,5.29,507.63,10.46,13.39,72.22,11.63,1,1,41,Tienda,Manana,19,App_MiMovistar,Canchis,CANCHIS,CUSCO
CLI_017255,postpago,11,True,False,sin_servicio_hogar,False,False,False,OFE_001,241.28,18-25,Piura,True,92.79,288.27,26.7,28.2,99.17,29.72,3,4,4,Digital,Tarde,20,Banca_Movil,Piura,PIURA,PIURA
CLI_079909,no_aplica,77,False,True,OFE_006,True,False,False,OFE_006,58.09,65+,Lima,False,0.0,0.0,0.0,0.0,298.66,22.24,2,3,46,Call_In,Tarde,-1,Debito_Automatico,Lima,LIMA,LIMA
CLI_085388,postpago,52,True,False,sin_servicio_hogar,False,False,False,OFE_005,299.2,36-45,Piura,False,32.81,545.72,23.64,12.49,77.49,17.98,2,2,39,Call_In,Tarde,20,Efectivo_Agente,Sullana,SULLANA,PIURA
CLI_032891,postpago,16,True,False,sin_servicio_hogar,False,False,False,OFE_001,117.96,36-45,Lima,False,79.09,586.89,31.43,21.39,150.09,26.11,4,0,24,Digital,Noche,29,Efectivo_Agente,Barranca,BARRANCA,LIMA
CLI_040661,postpago,22,True,False,sin_servicio_hogar,False,False,False,OFE_014,91.37,65+,Arequipa,True,77.4,781.2,30.08,7.6,163.13,22.83,6,1,6,Call_Out,Manana,19,Debito_Automatico,Arequipa,AREQUIPA,AREQUIPA
CLI_042687,postpago,88,True,True,OFE_016,False,False,True,OFE_021,30.74,56-65,Piura,False,73.23,617.57,47.76,15.01,76.73,27.41,2,2,22,Tienda,Tarde,13,Debito_Automatico,Piura,PIURA,PIURA
CLI_012163,postpago,68,True,True,OFE_011,True,True,False,OFE_011,90.42,65+,Lima,False,9.04,443.52,41.59,25.8,287.3,16.12,3,1,41,Tienda,Manana,25,App_MiMovistar,Lima,LIMA,LIMA
CLI_095556,postpago,17,True,False,sin_servicio_hogar,False,False,False,OFE_021,104.35,26-35,La Libertad,False,27.23,784.95,43.58,17.58,114.64,2.41,0,2,28,Call_In,Tarde,21,Banca_Movil,Pacasmayo,PACASMAYO,LA_LIBERTAD
CLI_039446,postpago,36,True,True,OFE_007,True,False,True,OFE_001,124.21,46-55,Lima,False,92.6,33.84,23.6,24.94,97.28,32.01,0,0,45,Call_In,Tarde,20,App_MiMovistar,Lima,LIMA,LIMA
CLI_076175,postpago,73,True,True,OFE_007,True,False,True,OFE_017,234.6,36-45,Cusco,False,12.57,777.47,4.4,14.98,299.91,6.95,5,0,6,Call_In,Tarde,27,Efectivo_Agente,Urubamba,URUBAMBA,CUSCO
CLI_016702,prepago,72,True,False,sin_servicio_hogar,False,False,False,OFE_005,262.13,65+,Arequipa,False,37.87,425.39,43.14,7.76,281.04,13.13,3,1,4,Call_In,Noche,21,Debito_Automatico,Castilla,CASTILLA,AREQUIPA
CLI_089434,postpago,24,True,False,sin_servicio_hogar,False,False,False,OFE_022,75.63,56-65,Arequipa,True,88.15,141.52,6.65,25.42,249.92,35.68,6,3,49,Tienda,Noche,17,Banca_Movil,Camana,CAMANA,AREQUIPA
CLI_000881,postpago,33,True,True,OFE_010,True,False,True,OFE_020,83.67,56-65,Arequipa,False,16.1,992.83,32.38,20.6,209.56,17.79,2,3,26,Call_In,Tarde,28,Banca_Movil,Islay,ISLAY,AREQUIPA
CLI_068728,prepago,60,True,False,sin_servicio_hogar,False,False,False,OFE_002,170.16,18-25,Arequipa,False,55.67,882.69,38.18,20.22,171.55,11.86,6,2,32,Call_Out,Fin_de_semana,18,App_MiMovistar,Arequipa,AREQUIPA,AREQUIPA
CLI_086866,postpago,57,True,False,sin_servicio_hogar,False,False,False,OFE_005,80.82,65+,Lima,True,12.06,737.12,15.86,22.11,169.32,35.92,4,1,1,Call_In,Manana,26,Efectivo_Agente,Lima,LIMA,LIMA
CLI_027054,postpago,29,True,False,sin_servicio_hogar,False,False,False,OFE_018,168.35,18-25,Piura,True,17.11,79.24,41.49,26.36,266.01,19.76,1,0,3,Digital,Tarde,23,Efectivo_Agente,Piura,PIURA,PIURA
CLI_091205,prepago,22,True,False,sin_servicio_hogar,False,False,False,OFE_020,255.87,18-25,La Libertad,True,85.69,415.3,48.7,25.78,243.81,3.84,1,2,41,Tienda,Noche,24,Efectivo_Agente,Trujillo,TRUJILLO,LA_LIBERTAD
CLI_046508,postpago,14,True,True,OFE_010,True,False,True,OFE_002,165.45,36-45,Arequipa,False,90.44,708.41,45.63,12.23,280.07,2.04,5,2,29,Call_Out,Manana,10,Efectivo_Agente,Arequipa,AREQUIPA,AREQUIPA
CLI_041760,postpago,87,True,False,sin_servicio_hogar,False,False,False,OFE_002,198.27,36-45,Piura,True,2.55,701.77,20.34,6.38,69.14,4.41,6,0,27,Call_Out,Tarde,23,Banca_Movil,Ayabaca,AYABACA,PIURA
CLI_099152,no_aplica,30,False,True,OFE_008,True,False,False,OFE_010,166.74,56-65,Lima,True,0.0,0.0,0.0,0.0,139.16,38.9,5,2,29,Tienda,Tarde,-1,Efectivo_Agente,Barranca,BARRANCA,LIMA
CLI_035200,postpago,46,True,False,sin_servicio_hogar,False,False,False,OFE_002,206.4,36-45,La Libertad,False,3.0,422.63,48.7,13.14,285.77,39.25,2,3,42,Call_In,Tarde,14,Efectivo_Agente,Sanchez Carrion,SANCHEZ_CARRION,LA_LIBERTAD
CLI_090799,postpago,75,True,False,sin_servicio_hogar,False,False,False,OFE_002,277.45,18-25,Arequipa,True,94.26,819.7,14.21,14.85,242.79,15.31,4,4,1,Call_In,Noche,22,Efectivo_Agente,Castilla,CASTILLA,AREQUIPA
CLI_080551,postpago,17,True,False,sin_servicio_hogar,False,False,False,OFE_022,134.33,56-65,Piura,True,30.61,928.58,48.57,6.35,133.88,16.29,4,2,30,Call_Out,Noche,29,Efectivo_Agente,Talara,TALARA,PIURA
CLI_097418,prepago,57,True,True,OFE_010,False,False,False,OFE_004,78.66,18-25,Lima,False,47.01,885.76,26.42,2.12,54.25,19.57,4,0,22,Call_In,Manana,16,App_MiMovistar,Barranca,BARRANCA,LIMA
CLI_006692,postpago,31,True,True,OFE_015,True,False,True,OFE_014,203.08,36-45,Arequipa,True,13.55,559.93,11.08,23.04,260.41,30.97,0,0,7,Tienda,Manana,21,Efectivo_Agente,Castilla,CASTILLA,AREQUIPA
CLI_031367,postpago,4,True,False,sin_servicio_hogar,False,False,False,OFE_014,147.9,65+,Arequipa,True,28.09,502.22,11.51,23.17,93.31,17.26,3,0,47,Call_In,Manana,23,Banca_Movil,Castilla,CASTILLA,AREQUIPA
CLI_098796,postpago,63,True,False,sin_servicio_hogar,False,False,False,OFE_014,244.7,18-25,Cusco,True,46.76,163.73,44.04,5.21,290.06,39.22,2,0,47,Digital,Noche,13,Efectivo_Agente,Cusco,CUSCO,CUSCO
CLI_050872,postpago,102,True,True,OFE_013,True,True,False,OFE_013,245.67,56-65,Lima,True,79.86,356.59,31.11,17.02,111.03,9.08,4,3,21,Call_Out,Tarde,22,Debito_Automatico,Lima,LIMA,LIMA
CLI_086906,postpago,43,True,False,sin_servicio_hogar,False,False,False,OFE_019,153.85,56-65,Lima,True,27.87,189.7,41.73,7.48,35.97,23.07,2,4,45,Digital,Noche,15,Efectivo_Agente,Lima,LIMA,LIMA
CLI_000492,no_aplica,31,False,True,OFE_008,True,False,False,OFE_010,60.19,46-55,Piura,False,0.0,0.0,0.0,0.0,292.98,35.2,1,1,20,Tienda,Tarde,-1,App_MiMovistar,Piura,PIURA,PIURA
CLI_037926,prepago,98,True,False,sin_servicio_hogar,False,False,False,OFE_017,294.95,36-45,Piura,True,38.39,391.08,35.81,29.54,134.1,29.38,1,4,39,Call_In,Manana,30,App_MiMovistar,Piura,PIURA,PIURA
CLI_074866,postpago,89,True,False,sin_servicio_hogar,False,False,False,OFE_004,37.8,46-55,Piura,False,61.18,426.1,3.88,2.35,65.57,29.83,1,3,47,Digital,Tarde,22,App_MiMovistar,Ayabaca,AYABACA,PIURA
CLI_083594,no_aplica,9,False,True,OFE_009,True,False,False,OFE_007,242.36,65+,Cusco,False,0.0,0.0,0.0,0.0,299.27,39.9,0,4,0,Call_In,Manana,-1,Efectivo_Agente,Cusco,CUSCO,CUSCO
CLI_064117,postpago,68,True,False,sin_servicio_hogar,False,False,False,OFE_005,84.75,65+,Arequipa,False,76.29,77.79,43.83,10.46,119.1,32.65,6,0,34,Call_Out,Tarde,30,App_MiMovistar,Arequipa,AREQUIPA,AREQUIPA
CLI_058851,postpago,17,True,False,sin_servicio_hogar,False,False,False,OFE_004,176.45,26-35,Arequipa,False,99.25,174.59,13.63,26.94,186.48,10.92,0,4,29,Tienda,Fin_de_semana,15,Banca_Movil,Caylloma,CAYLLOMA,AREQUIPA
CLI_088236,prepago,32,True,False,sin_servicio_hogar,False,False,False,OFE_018,174.15,36-45,Piura,True,84.91,443.37,0.17,27.26,52.98,17.71,0,3,6,Call_In,Tarde,21,Efectivo_Agente,Piura,PIURA,PIURA
CLI_077699,postpago,105,True,True,OFE_008,True,False,True,OFE_004,29.01,46-55,Lima,False,69.63,215.47,1.21,12.39,296.05,31.8,5,1,13,Call_In,Manana,23,Efectivo_Agente,Lima,LIMA,LIMA
CLI_000424,postpago,8,True,True,OFE_009,True,False,True,OFE_003,100.05,18-25,Piura,True,65.34,616.52,24.13,17.22,143.09,0.8,3,2,23,Call_In,Tarde,22,App_MiMovistar,Piura,PIURA,PIURA
CLI_024403,postpago,16,True,True,OFE_007,True,False,True,OFE_020,78.96,46-55,La Libertad,True,31.65,909.02,34.07,28.71,126.71,21.01,1,1,44,Tienda,Tarde,20,Efectivo_Agente,Trujillo,TRUJILLO,LA_LIBERTAD
CLI_030311,no_aplica,38,False,True,OFE_010,True,False,False,OFE_009,223.06,36-45,Arequipa,True,0.0,0.0,0.0,0.0,238.77,13.57,4,3,12,Call_Out,Manana,-1,Debito_Automatico,Camana,CAMANA,AREQUIPA
CLI_053836,postpago,46,True,False,sin_servicio_hogar,False,False,False,OFE_001,73.42,46-55,Lima,True,98.31,943.89,38.31,1.97,234.1,19.61,4,1,1,Tienda,Tarde,16,App_MiMovistar,Yauyos,YAUYOS,LIMA
CLI_070060,prepago,39,True,False,sin_servicio_hogar,False,False,False,OFE_019,139.1,18-25,Lima,True,85.11,4.47,42.84,21.11,213.96,37.09,2,4,10,Tienda,Manana,12,Efectivo_Agente,Huarochiri,HUAROCHIRI,LIMA
CLI_083127,postpago,42,True,True,OFE_015,True,False,True,OFE_017,43.72,18-25,Arequipa,True,44.55,296.54,29.2,17.4,166.63,37.53,6,4,34,Call_Out,Tarde,12,Banca_Movil,Arequipa,AREQUIPA,AREQUIPA
CLI_073648,prepago,68,True,True,OFE_006,True,False,False,OFE_003,86.34,65+,Cusco,False,63.14,191.82,24.93,12.03,245.67,24.43,0,3,19,Tienda,Tarde,28,Banca_Movil,La Convencion,LA_CONVENCION,CUSCO
CLI_007341,prepago,101,True,False,sin_servicio_hogar,False,False,False,OFE_022,66.63,56-65,Arequipa,False,48.46,316.85,42.33,0.71,162.17,29.34,6,1,24,Tienda,Tarde,23,Debito_Automatico,Caylloma,CAYLLOMA,AREQUIPA
CLI_060043,postpago,30,True,False,sin_servicio_hogar,False,False,False,OFE_004,243.78,46-55,Lima,False,68.11,32.68,42.99,26.44,253.75,7.38,1,1,20,Call_In,Fin_de_semana,23,Debito_Automatico,Cañete,CAÑETE,LIMA
CLI_052275,postpago,89,True,True,OFE_008,True,False,True,OFE_017,236.85,18-25,Lima,False,30.86,691.09,23.15,8.27,287.16,44.14,5,4,34,Call_In,Noche,17,Banca_Movil,Lima,LIMA,LIMA
CLI_048554,no_aplica,115,False,True,OFE_008,True,False,False,OFE_015,261.77,56-65,Cusco,False,0.0,0.0,0.0,0.0,200.95,26.25,3,4,35,Call_In,Manana,-1,App_MiMovistar,Cusco,CUSCO,CUSCO
CLI_003086,postpago,8,True,True,OFE_008,True,False,True,OFE_018,227.67,26-35,Lima,True,47.87,684.6,39.3,15.91,23.41,42.64,3,2,36,Tienda,Tarde,26,Banca_Movil,Lima,LIMA,LIMA
CLI_024469,no_aplica,83,False,True,OFE_009,True,False,False,OFE_010,171.89,65+,Arequipa,True,0.0,0.0,0.0,0.0,26.24,9.42,2,1,24,Tienda,Manana,-1,Banca_Movil,Arequipa,AREQUIPA,AREQUIPA
CLI_024482,postpago,68,True,False,sin_servicio_hogar,False,False,False,OFE_020,60.42,65+,Lima,False,61.51,986.46,43.96,18.79,284.56,12.37,4,0,43,Digital,Fin_de_semana,12,Efectivo_Agente,Lima,LIMA,LIMA
CLI_078877,postpago,1,True,True,OFE_006,True,False,True,OFE_002,233.93,65+,Lima,True,61.05,47.72,12.61,24.33,162.53,22.67,4,4,4,Call_Out,Manana,12,App_MiMovistar,Lima,LIMA,LIMA
